wardname,wardcode,lganame,statename,year_month,event_count,total_fatalities,event_type_breakdown
Ilare 3,OSSICL04,Ife Central,Osun,2022-11,1,0,{'Protests': 1}
Ilare 3,OSSICL04,Ife Central,Osun,2022-12,1,0,{'Protests': 1}
Ilare 3,OSSICL04,Ife Central,Osun,2023-01,1,0,{'Strategic developments': 1}
Ilare 3,OSSICL04,Ife Central,Osun,2023-03,2,0,"{'Violence against civilians': 1, 'Strategic developments': 1}"
Ilare 3,OSSICL04,Ife Central,Osun,2023-04,4,1,"{'Protests': 1, 'Violence against civilians': 1, 'Strategic developments': 1, 'Riots': 1}"
Ilare 3,OSSICL04,Ife Central,Osun,2023-10,2,0,"{'Protests': 1, 'Violence against civilians': 1}"
Ilare 3,OSSICL04,Ife Central,Osun,2023-11,2,0,"{'Protests': 1, 'Strategic developments': 1}"
Ilare 3,OSSICL04,Ife Central,Osun,2024-02,7,0,{'Protests': 7}
Ilare 3,OSSICL04,Ife Central,Osun,2024-03,3,3,"{'Protests': 2, 'Violence against civilians': 1}"
Ilare 3,OSSICL04,Ife Central,Osun,2024-04,1,1,{'Battles': 1}
Ilare 3,OSSICL04,Ife Central,Osun,2024-05,1,0,{'Battles': 1}
Ilare 3,OSSICL04,Ife Central,Osun,2024-06,2,1,"{'Protests': 1, 'Battles': 1}"
Ilare 3,OSSICL04,Ife Central,Osun,2024-07,2,0,{'Protests': 2}
Ilare 3,OSSICL04,Ife Central,Osun,2024-08,1,0,{'Protests': 1}
Ilare 3,OSSICL04,Ife Central,Osun,2024-09,1,0,{'Protests': 1}
Ilare 3,OSSICL04,Ife Central,Osun,2024-10,1,0,{'Protests': 1}
Ilare 3,OSSICL04,Ife Central,Osun,2025-05,1,0,{'Protests': 1}
Ilasan / Orile,LASEOA13,Eti Osa,Lagos,2023-02,2,0,"{'Protests': 1, 'Violence against civilians': 1}"
Ilasan / Orile,LASEOA13,Eti Osa,Lagos,2023-03,1,0,{'Violence against civilians': 1}
Ilepa 1,ODSANE05,Akoko North East,Ondo,2020-07,1,0,{'Violence against civilians': 1}
Ilepa 1,ODSANE05,Akoko North East,Ondo,2021-01,1,1,{'Violence against civilians': 1}
Ilepa 1,ODSANE05,Akoko North East,Ondo,2021-05,2,4,"{'Riots': 1, 'Violence against civilians': 1}"
Ilepa 1,ODSANE05,Akoko North East,Ondo,2021-09,1,0,{'Violence against civilians': 1}
Ilepa 1,ODSANE05,Akoko North East,Ondo,2022-03,1,0,{'Violence against civilians': 1}
Ilepa 1,ODSANE05,Akoko North East,Ondo,2022-04,1,0,{'Violence against civilians': 1}
Ilepa 1,ODSANE05,Akoko North East,Ondo,2022-08,1,0,{'Violence against civilians': 1}
Ilepa 1,ODSANE05,Akoko North East,Ondo,2023-06,1,1,{'Battles': 1}
Ilepa 1,ODSANE05,Akoko North East,Ondo,2023-07,1,0,{'Violence against civilians': 1}
Ilisan 2,OGSIKE04,Ikenne,Ogun,2012-06,1,0,{'Violence against civilians': 1}
Ilisan 2,OGSIKE04,Ikenne,Ogun,2021-03,1,0,{'Battles': 1}
Ilisan 2,OGSIKE04,Ikenne,Ogun,2022-02,2,2,"{'Battles': 1, 'Riots': 1}"
Ilisan 2,OGSIKE04,Ikenne,Ogun,2024-07,1,0,{'Riots': 1}
Ilisan 2,OGSIKE04,Ikenne,Ogun,2024-09,2,1,"{'Violence against civilians': 1, 'Riots': 1}"
Ilisan 2,OGSIKE04,Ikenne,Ogun,2025-01,1,5,{'Battles': 1}
Ilisan 2,OGSIKE04,Ikenne,Ogun,2025-05,1,0,{'Protests': 1}
Ilogbo Ward,OGSADO11,Ado Odo/Ota,Ogun,2013-10,1,0,{'Battles': 1}
Ilogbo Ward,OGSADO11,Ado Odo/Ota,Ogun,2015-08,1,1,{'Riots': 1}
Ilogbo Ward,OGSADO11,Ado Odo/Ota,Ogun,2021-06,1,0,{'Battles': 1}
Ilogbo- Elegba,LASOJO07,Ojo,Lagos,2020-05,2,2,"{'Protests': 1, 'Battles': 1}"
Ilogbo- Elegba,LASOJO07,Ojo,Lagos,2022-12,4,2,{'Battles': 4}
Ilogbo- Elegba,LASOJO07,Ojo,Lagos,2023-01,3,0,{'Battles': 3}
Ilogbo- Elegba,LASOJO07,Ojo,Lagos,2023-12,1,0,{'Riots': 1}
Iludun 2,EKSIME07,Ilejemeje,Ekiti,2020-04,1,1,{'Violence against civilians': 1}
Iludun 2,EKSIME07,Ilejemeje,Ekiti,2021-11,1,0,{'Protests': 1}
Iludun 2,EKSIME07,Ilejemeje,Ekiti,2024-09,1,1,{'Violence against civilians': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2014-12,1,0,{'Protests': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2015-10,1,0,{'Riots': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2016-12,1,1,{'Battles': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2017-01,1,0,{'Riots': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2017-02,1,1,{'Violence against civilians': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2017-07,1,0,{'Riots': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2017-11,2,1,"{'Violence against civilians': 1, 'Riots': 1}"
Ilupeju 2,EKSOYE04,Oye,Ekiti,2017-12,1,0,{'Violence against civilians': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2018-02,1,1,{'Battles': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2018-03,1,0,{'Riots': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2018-05,1,0,{'Protests': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2019-04,2,0,{'Protests': 2}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2020-01,1,0,{'Riots': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2020-10,1,1,{'Violence against civilians': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2020-12,1,0,{'Battles': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2022-11,1,0,{'Protests': 1}
Ilupeju 2,EKSOYE04,Oye,Ekiti,2025-03,1,0,{'Protests': 1}
Ilupeju Industrial,LASMUN09,Mushin,Lagos,2018-05,1,0,{'Protests': 1}
Imabana 2 / 2,CRSTGD01,Abi,Cross River,2013-01,3,17,"{'Battles': 2, 'Violence against civilians': 1}"
Imabana 2 / 2,CRSTGD01,Abi,Cross River,2013-03,1,7,{'Violence against civilians': 1}
Imabana 2 / 2,CRSTGD01,Abi,Cross River,2016-12,1,1,{'Explosions/Remote violence': 1}
Imabana 2 / 2,CRSTGD01,Abi,Cross River,2017-11,1,3,{'Battles': 1}
Imala,OGSABN09,Abeokuta North,Ogun,2019-12,1,1,{'Violence against civilians': 1}
Imala,OGSABN09,Abeokuta North,Ogun,2021-09,1,0,{'Violence against civilians': 1}
Imala,OGSABN09,Abeokuta North,Ogun,2024-07,1,0,{'Protests': 1}
Independence Layout,ENSENU13,Enugu North,Enugu,2022-02,2,2,"{'Protests': 1, 'Battles': 1}"
Independence Layout,ENSENU13,Enugu North,Enugu,2022-07,1,0,{'Violence against civilians': 1}
Independence Layout,ENSENU13,Enugu North,Enugu,2022-11,1,2,{'Riots': 1}
Independence Layout,ENSENU13,Enugu North,Enugu,2023-02,1,0,{'Protests': 1}
Inyi 1,ENSJRV13,Oji-River,Enugu,1998-12,1,0,{'Violence against civilians': 1}
Inyi 1,ENSJRV13,Oji-River,Enugu,2021-09,1,2,{'Battles': 1}
Inyi 1,ENSJRV13,Oji-River,Enugu,2022-10,1,2,{'Battles': 1}
Ipaja,LASAMO26,Alimosho,Lagos,2017-01,1,1,{'Violence against civilians': 1}
Ipaja,LASAMO26,Alimosho,Lagos,2020-02,1,1,{'Riots': 1}
Ipaja,LASAMO26,Alimosho,Lagos,2020-07,1,0,{'Violence against civilians': 1}
Ipaja,LASAMO26,Alimosho,Lagos,2021-03,1,1,{'Riots': 1}
Ipaja,LASAMO26,Alimosho,Lagos,2021-06,1,2,{'Riots': 1}
Ipaja,LASAMO26,Alimosho,Lagos,2021-11,2,3,"{'Riots': 1, 'Violence against civilians': 1}"
Ipaja,LASAMO26,Alimosho,Lagos,2022-04,1,1,{'Battles': 1}
Ipaja,LASAMO26,Alimosho,Lagos,2023-04,1,3,{'Violence against civilians': 1}
Ipaja,LASAMO26,Alimosho,Lagos,2024-04,1,1,{'Battles': 1}
Ipaja,LASAMO26,Alimosho,Lagos,2024-05,1,10,{'Riots': 1}
Ipaja,LASAMO26,Alimosho,Lagos,2024-06,1,0,{'Violence against civilians': 1}
Ipaja,LASAMO26,Alimosho,Lagos,2024-07,1,0,{'Protests': 1}
Ipaja,LASAMO26,Alimosho,Lagos,2024-09,2,0,{'Protests': 2}
Ipakodo,LASIKU15,Ikorodu,Lagos,2005-02,1,1,{'Battles': 1}
Ipakodo,LASIKU15,Ikorodu,Lagos,2012-04,1,0,{'Battles': 1}
Ipakodo,LASIKU15,Ikorodu,Lagos,2013-04,1,2,{'Battles': 1}
Iperu 2,OGSIKE06,Ikenne,Ogun,2021-10,1,0,{'Violence against civilians': 1}
Iperu 2,OGSIKE06,Ikenne,Ogun,2022-11,1,3,{'Battles': 1}
Iperu 2,OGSIKE06,Ikenne,Ogun,2024-01,2,1,"{'Battles': 1, 'Violence against civilians': 1}"
Iponri  /  Eric Moore,LASSUE11,Surulere,Lagos,2017-12,1,0,{'Protests': 1}
Iponri  /  Eric Moore,LASSUE11,Surulere,Lagos,2024-05,1,3,{'Battles': 1}
Iponri / Olaleye,LASLMD11,Lagos Mainland,Lagos,2023-03,1,0,{'Violence against civilians': 1}
Ira,LASOJO08,Ojo,Lagos,1997-02,1,2,{'Battles': 1}
Ira,LASOJO08,Ojo,Lagos,1997-04,1,2,{'Battles': 1}
Ira,LASOJO08,Ojo,Lagos,1999-12,1,2,{'Battles': 1}
Ira,LASOJO08,Ojo,Lagos,2014-01,3,0,{'Riots': 3}
Ira,LASOJO08,Ojo,Lagos,2014-06,1,0,{'Protests': 1}
Ira,LASOJO08,Ojo,Lagos,2015-03,11,0,{'Protests': 11}
Ira,LASOJO08,Ojo,Lagos,2015-04,1,0,{'Protests': 1}
Ira,LASOJO08,Ojo,Lagos,2015-08,1,0,{'Protests': 1}
Ira,LASOJO08,Ojo,Lagos,2015-12,1,0,{'Protests': 1}
Ira,LASOJO08,Ojo,Lagos,2016-02,1,0,{'Riots': 1}
Ira,LASOJO08,Ojo,Lagos,2016-04,1,0,{'Protests': 1}
Ira,LASOJO08,Ojo,Lagos,2016-05,3,3,"{'Battles': 2, 'Protests': 1}"
Ira,LASOJO08,Ojo,Lagos,2016-07,1,1,{'Violence against civilians': 1}
Ira,LASOJO08,Ojo,Lagos,2017-09,1,0,{'Protests': 1}
Ira,LASOJO08,Ojo,Lagos,2017-11,1,0,{'Riots': 1}
Ira,LASOJO08,Ojo,Lagos,2018-06,1,1,{'Violence against civilians': 1}
Ira,LASOJO08,Ojo,Lagos,2018-10,1,0,{'Protests': 1}
Ira,LASOJO08,Ojo,Lagos,2020-08,1,1,{'Violence against civilians': 1}
Ira,LASOJO08,Ojo,Lagos,2020-09,1,0,{'Protests': 1}
Ira,LASOJO08,Ojo,Lagos,2021-01,1,0,{'Protests': 1}
Ira,LASOJO08,Ojo,Lagos,2021-04,1,2,{'Riots': 1}
Ira,LASOJO08,Ojo,Lagos,2021-07,1,1,{'Battles': 1}
Ira,LASOJO08,Ojo,Lagos,2021-08,1,0,{'Protests': 1}
Ira,LASOJO08,Ojo,Lagos,2022-02,1,2,{'Riots': 1}
Ira,LASOJO08,Ojo,Lagos,2022-05,2,0,"{'Protests': 1, 'Riots': 1}"
Ira,LASOJO08,Ojo,Lagos,2022-07,1,1,{'Riots': 1}
Ira,LASOJO08,Ojo,Lagos,2022-08,1,1,{'Battles': 1}
Ira,LASOJO08,Ojo,Lagos,2023-02,1,0,{'Violence against civilians': 1}
Ira,LASOJO08,Ojo,Lagos,2023-03,3,0,"{'Protests': 2, 'Riots': 1}"
Ira,LASOJO08,Ojo,Lagos,2023-08,1,0,{'Riots': 1}
Ira,LASOJO08,Ojo,Lagos,2023-11,2,2,"{'Violence against civilians': 1, 'Battles': 1}"
Ira,LASOJO08,Ojo,Lagos,2023-12,1,0,{'Protests': 1}
Ira,LASOJO08,Ojo,Lagos,2024-03,1,0,{'Riots': 1}
Ira,LASOJO08,Ojo,Lagos,2024-04,1,1,{'Battles': 1}
Ira,LASOJO08,Ojo,Lagos,2024-05,3,4,"{'Violence against civilians': 2, 'Battles': 1}"
Ira,LASOJO08,Ojo,Lagos,2024-07,1,0,{'Protests': 1}
Ira,LASOJO08,Ojo,Lagos,2024-08,5,3,{'Battles': 5}
Ira,LASOJO08,Ojo,Lagos,2024-09,1,0,{'Protests': 1}
Ira,LASOJO08,Ojo,Lagos,2024-10,2,2,"{'Battles': 1, 'Riots': 1}"
Ira,LASOJO08,Ojo,Lagos,2024-12,3,5,"{'Battles': 2, 'Violence against civilians': 1}"
Ira,LASOJO08,Ojo,Lagos,2025-03,1,1,{'Violence against civilians': 1}
Irefi,ANSZBL09,Ekwusigo,Anambra,2019-12,1,4,{'Battles': 1}
Irefi,ANSZBL09,Ekwusigo,Anambra,2021-02,1,0,{'Violence against civilians': 1}
Irefi,ANSZBL09,Ekwusigo,Anambra,2021-06,2,3,"{'Violence against civilians': 1, 'Battles': 1}"
Irefi,ANSZBL09,Ekwusigo,Anambra,2021-11,1,4,{'Battles': 1}
Irefi,ANSZBL09,Ekwusigo,Anambra,2023-01,1,0,{'Violence against civilians': 1}
Irowo,ODSAKS06,Akure South,Ondo,2025-05,1,0,{'Battles': 1}
Isale Gangan,LASLID11,Lagos Island,Lagos,2018-01,1,1,{'Riots': 1}
Isale Gangan,LASLID11,Lagos Island,Lagos,2019-12,1,0,{'Battles': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2012-10,1,0,{'Protests': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2014-06,1,0,{'Battles': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2014-09,1,0,{'Battles': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2016-07,1,0,{'Protests': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2016-08,1,0,{'Riots': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2018-06,1,0,{'Violence against civilians': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2018-08,1,0,{'Riots': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2018-12,1,0,{'Riots': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2020-09,1,0,{'Protests': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2020-10,1,0,{'Riots': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2020-12,2,2,{'Riots': 2}
Isale Oba 3,OSSIWO06,Iwo,Osun,2021-01,1,0,{'Protests': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2021-05,1,3,{'Battles': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2021-12,1,0,{'Protests': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2022-02,1,1,{'Riots': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2022-05,1,0,{'Violence against civilians': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2022-06,1,0,{'Protests': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2023-01,1,0,{'Violence against civilians': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2023-08,2,2,"{'Violence against civilians': 1, 'Battles': 1}"
Isale Oba 3,OSSIWO06,Iwo,Osun,2023-11,1,0,{'Violence against civilians': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2024-04,1,0,{'Riots': 1}
Isale Oba 3,OSSIWO06,Iwo,Osun,2025-04,1,1,{'Battles': 1}
Isale Oja,LASAGG05,Agege,Lagos,1998-11,1,0,{'Battles': 1}
Isale Oja,LASAGG05,Agege,Lagos,1999-06,1,0,{'Violence against civilians': 1}
Isale Oja,LASAGG05,Agege,Lagos,2000-09,1,4,{'Battles': 1}
Isale Oja,LASAGG05,Agege,Lagos,2002-03,1,3,{'Violence against civilians': 1}
Isale Oja,LASAGG05,Agege,Lagos,2008-02,1,4,{'Violence against civilians': 1}
Isale Oja,LASAGG05,Agege,Lagos,2013-04,1,0,{'Protests': 1}
Isale Oja,LASAGG05,Agege,Lagos,2013-07,1,0,{'Protests': 1}
Isale Oja,LASAGG05,Agege,Lagos,2014-01,1,1,{'Violence against civilians': 1}
Isale Oja,LASAGG05,Agege,Lagos,2015-03,1,0,{'Violence against civilians': 1}
Isale Oja,LASAGG05,Agege,Lagos,2016-01,1,2,{'Violence against civilians': 1}
Isale Oja,LASAGG05,Agege,Lagos,2016-06,1,0,{'Protests': 1}
Isale Oja,LASAGG05,Agege,Lagos,2016-09,1,1,{'Battles': 1}
Isale Oja,LASAGG05,Agege,Lagos,2018-01,1,0,{'Protests': 1}
Isale Oja,LASAGG05,Agege,Lagos,2018-05,2,2,{'Riots': 2}
Isale Oja,LASAGG05,Agege,Lagos,2020-03,1,0,{'Riots': 1}
Isale Oja,LASAGG05,Agege,Lagos,2020-06,1,1,{'Violence against civilians': 1}
Isale Oja,LASAGG05,Agege,Lagos,2020-10,1,0,{'Protests': 1}
Isale Oja,LASAGG05,Agege,Lagos,2020-11,2,0,"{'Battles': 1, 'Riots': 1}"
Isale Oja,LASAGG05,Agege,Lagos,2021-02,2,0,{'Battles': 2}
Isale Oja,LASAGG05,Agege,Lagos,2021-05,1,1,{'Riots': 1}
Isale Oja,LASAGG05,Agege,Lagos,2021-06,1,1,{'Riots': 1}
Isale Oja,LASAGG05,Agege,Lagos,2021-07,1,0,{'Battles': 1}
Isale Oja,LASAGG05,Agege,Lagos,2021-08,1,0,{'Protests': 1}
Isale Oja,LASAGG05,Agege,Lagos,2021-09,1,0,{'Violence against civilians': 1}
Isale Oja,LASAGG05,Agege,Lagos,2021-10,1,1,{'Violence against civilians': 1}
Isale Oja,LASAGG05,Agege,Lagos,2022-02,1,0,{'Battles': 1}
Isale Oja,LASAGG05,Agege,Lagos,2022-04,2,0,"{'Violence against civilians': 1, 'Riots': 1}"
Isale Oja,LASAGG05,Agege,Lagos,2022-09,1,0,{'Protests': 1}
Isale Oja,LASAGG05,Agege,Lagos,2023-02,2,1,"{'Riots': 1, 'Violence against civilians': 1}"
Isale Oja,LASAGG05,Agege,Lagos,2023-05,1,0,{'Violence against civilians': 1}
Isale Oja,LASAGG05,Agege,Lagos,2023-06,4,0,"{'Strategic developments': 2, 'Violence against civilians': 1, 'Protests': 1}"
Isale Oja,LASAGG05,Agege,Lagos,2023-08,1,1,{'Riots': 1}
Isale Oja,LASAGG05,Agege,Lagos,2024-02,1,0,{'Riots': 1}
Isale Oja,LASAGG05,Agege,Lagos,2024-07,1,0,{'Riots': 1}
Isale Oja,LASAGG05,Agege,Lagos,2024-09,2,1,{'Battles': 2}
Isale Oja,LASAGG05,Agege,Lagos,2024-10,1,1,{'Riots': 1}
Isale Oja,LASAGG05,Agege,Lagos,2025-03,1,1,{'Riots': 1}
Isale Oja,LASAGG05,Agege,Lagos,2025-05,1,0,{'Protests': 1}
Isale Osolo,OSSEGO06,Ejigbo,Osun,2013-10,1,0,{'Protests': 1}
Isale Osolo,OSSEGO06,Ejigbo,Osun,2017-11,1,0,{'Protests': 1}
Isale Osolo,OSSEGO06,Ejigbo,Osun,2020-12,1,4,{'Riots': 1}
Isale Osolo,OSSEGO06,Ejigbo,Osun,2021-01,1,2,{'Battles': 1}
Isale Osolo,OSSEGO06,Ejigbo,Osun,2024-01,1,1,{'Riots': 1}
Isapa / Iye 3,EKSIME09,Ilejemeje,Ekiti,2021-04,1,0,{'Violence against civilians': 1}
Isapa / Iye 3,EKSIME09,Ilejemeje,Ekiti,2022-12,1,0,{'Riots': 1}
Isara 2,OGSRMN05,Remo North,Ogun,2025-01,1,0,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2002-10,1,7,{'Battles': 1}
Isele,LASIKU17,Ikorodu,Lagos,2005-01,1,0,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2012-06,1,0,{'Protests': 1}
Isele,LASIKU17,Ikorodu,Lagos,2013-03,1,5,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2013-05,1,1,{'Battles': 1}
Isele,LASIKU17,Ikorodu,Lagos,2013-08,4,2,"{'Protests': 2, 'Riots': 1, 'Violence against civilians': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2015-02,1,0,{'Protests': 1}
Isele,LASIKU17,Ikorodu,Lagos,2015-05,1,0,{'Protests': 1}
Isele,LASIKU17,Ikorodu,Lagos,2015-09,1,1,{'Riots': 1}
Isele,LASIKU17,Ikorodu,Lagos,2015-11,1,0,{'Riots': 1}
Isele,LASIKU17,Ikorodu,Lagos,2016-02,1,0,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2016-04,1,1,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2016-06,1,0,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2016-07,1,0,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2016-10,3,5,"{'Violence against civilians': 2, 'Protests': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2017-01,1,3,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2017-03,1,0,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2017-04,1,3,{'Battles': 1}
Isele,LASIKU17,Ikorodu,Lagos,2017-05,1,4,{'Riots': 1}
Isele,LASIKU17,Ikorodu,Lagos,2017-06,2,2,{'Riots': 2}
Isele,LASIKU17,Ikorodu,Lagos,2017-12,1,0,{'Protests': 1}
Isele,LASIKU17,Ikorodu,Lagos,2018-02,1,0,{'Protests': 1}
Isele,LASIKU17,Ikorodu,Lagos,2018-03,1,0,{'Riots': 1}
Isele,LASIKU17,Ikorodu,Lagos,2018-05,1,0,{'Riots': 1}
Isele,LASIKU17,Ikorodu,Lagos,2019-03,1,1,{'Battles': 1}
Isele,LASIKU17,Ikorodu,Lagos,2019-04,1,0,{'Protests': 1}
Isele,LASIKU17,Ikorodu,Lagos,2019-06,1,3,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2019-12,5,2,"{'Protests': 4, 'Battles': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2020-01,2,20,{'Battles': 2}
Isele,LASIKU17,Ikorodu,Lagos,2020-02,1,3,{'Battles': 1}
Isele,LASIKU17,Ikorodu,Lagos,2020-05,1,0,{'Riots': 1}
Isele,LASIKU17,Ikorodu,Lagos,2020-06,1,1,{'Battles': 1}
Isele,LASIKU17,Ikorodu,Lagos,2020-08,1,0,{'Protests': 1}
Isele,LASIKU17,Ikorodu,Lagos,2020-09,1,1,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2020-10,2,2,"{'Protests': 1, 'Battles': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2020-12,1,2,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2021-01,3,1,{'Battles': 3}
Isele,LASIKU17,Ikorodu,Lagos,2021-02,1,0,{'Riots': 1}
Isele,LASIKU17,Ikorodu,Lagos,2021-03,2,1,"{'Strategic developments': 1, 'Violence against civilians': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2021-04,1,1,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2021-05,3,0,"{'Riots': 2, 'Battles': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2021-06,1,0,{'Protests': 1}
Isele,LASIKU17,Ikorodu,Lagos,2021-08,2,5,"{'Protests': 1, 'Battles': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2021-09,1,2,{'Battles': 1}
Isele,LASIKU17,Ikorodu,Lagos,2021-10,1,1,{'Battles': 1}
Isele,LASIKU17,Ikorodu,Lagos,2021-11,1,0,{'Riots': 1}
Isele,LASIKU17,Ikorodu,Lagos,2022-01,1,1,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2022-06,2,0,"{'Strategic developments': 1, 'Riots': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2022-09,1,0,{'Strategic developments': 1}
Isele,LASIKU17,Ikorodu,Lagos,2022-11,2,0,"{'Battles': 1, 'Riots': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2022-12,2,1,"{'Protests': 1, 'Violence against civilians': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2023-02,2,0,"{'Riots': 1, 'Violence against civilians': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2023-04,2,1,"{'Protests': 1, 'Battles': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2023-07,3,0,{'Protests': 3}
Isele,LASIKU17,Ikorodu,Lagos,2023-08,1,0,{'Protests': 1}
Isele,LASIKU17,Ikorodu,Lagos,2023-09,1,0,{'Protests': 1}
Isele,LASIKU17,Ikorodu,Lagos,2023-10,1,1,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2023-11,1,0,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2024-02,1,2,{'Battles': 1}
Isele,LASIKU17,Ikorodu,Lagos,2024-03,1,0,{'Violence against civilians': 1}
Isele,LASIKU17,Ikorodu,Lagos,2024-05,1,3,{'Battles': 1}
Isele,LASIKU17,Ikorodu,Lagos,2024-08,2,0,"{'Riots': 1, 'Violence against civilians': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2024-09,2,0,"{'Violence against civilians': 1, 'Protests': 1}"
Isele,LASIKU17,Ikorodu,Lagos,2024-11,1,1,{'Battles': 1}
Isele,LASIKU17,Ikorodu,Lagos,2025-01,1,2,{'Battles': 1}
Isele,LASIKU17,Ikorodu,Lagos,2025-04,1,0,{'Protests': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,1999-12,1,0,{'Protests': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,2001-09,1,0,{'Violence against civilians': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,2010-03,1,1,{'Battles': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,2015-09,1,0,{'Protests': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,2016-10,1,0,{'Protests': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,2017-08,1,0,{'Riots': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,2017-12,1,0,{'Protests': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,2021-05,1,0,{'Riots': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,2021-09,1,1,{'Battles': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,2022-06,1,0,{'Riots': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,2022-08,1,0,{'Protests': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,2023-03,1,0,{'Strategic developments': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,2023-05,1,1,{'Battles': 1}
Ishaga / Ire-Akari,LASOIO14,Oshodi/Isolo,Lagos,2023-08,1,1,{'Violence against civilians': 1}
